,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
697,Tata Indica Vista Terra 1.2 Safire BS IV,Kolkata,2010,29300,Petrol,Manual,First,15.8 kmpl,1172 CC,65 bhp,5.0,,2.2153822512988595
698,Land Rover Discovery Sport TD4 S,Kochi,2018,23342,Diesel,Automatic,First,12.83 kmpl,2179 CC,147.5 bhp,5.0,,5.871639114413372
699,BMW 3 Series 320d Sport,Coimbatore,2017,41078,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,,12.25228796628601
700,Volkswagen Vento 1.5 TDI Highline Plus,Chennai,2014,38000,Diesel,Manual,First,20.64 kmpl,1498 CC,108.49 bhp,5.0,,5.020252939783048
701,Tata Indica Vista TDI LS,Hyderabad,2013,132000,Diesel,Manual,Second,19.4 kmpl,1405 CC,70 bhp,5.0,,12.75127920828742
702,Maruti Alto 800 LXI,Pune,2015,35000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,3.1928987619078635
703,Ford Figo Diesel LXI,Ahmedabad,2012,80000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,,6.7951522378623554
704,Ford Fiesta 1.4 SXi TDCi,Kolkata,2009,39408,Diesel,Manual,First,17.8 kmpl,1399 CC,null bhp,5.0,,4.67444904734043
705,Honda Jazz 1.2 V i VTEC,Kolkata,2015,27525,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,,4.01891180488598
706,Hyundai Grand i10 1.2 CRDi Magna,Jaipur,2018,27000,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,5.0,7.79 Lakh,4.724330920870633
707,Skoda Rapid 1.5 TDI Ambition,Pune,2015,82799,Diesel,Manual,First,21.14 kmpl,1498 CC,103.52 bhp,5.0,,6.534859370277912
708,Maruti Ignis 1.2 Alpha,Pune,2017,8000,Petrol,Manual,First,20.89 kmpl,1197 CC,81.80 bhp,5.0,7.87 Lakh,3.1618214652918786
709,Toyota Fortuner 4x2 AT,Mumbai,2014,46000,Diesel,Automatic,Second,12.55 kmpl,2982 CC,168.5 bhp,7.0,,12.816335375250436
710,Hyundai Verna 1.6 CRDI,Pune,2012,98000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.3 bhp,5.0,,8.846701855385891
711,Hyundai EON Era Plus,Coimbatore,2016,47924,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.0485936647859653
712,Ford Ecosport 1.5 Ti VCT AT Titanium,Chennai,2013,39000,Petrol,Automatic,First,16.5 kmpl,1499 CC,110 bhp,5.0,,3.746918484538867
713,Hyundai Grand i10 Asta Option,Coimbatore,2017,33601,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,3.3457008569783993
714,Hyundai Creta 1.6 SX Automatic Diesel,Pune,2015,85000,Diesel,Automatic,First,17.6 kmpl,1582 CC,126.2 bhp,5.0,18.32 Lakh,11.656738355466862
715,Toyota Corolla Altis G,Pune,2012,54000,Petrol,Manual,First,14.53 kmpl,1798 CC,138.1 bhp,5.0,,2.7943897668855935
716,Maruti Vitara Brezza ZDi,Pune,2017,35000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,10.65 Lakh,4.980431483826805
717,Volkswagen CrossPolo 1.2 TDI,Hyderabad,2013,80020,Diesel,Manual,Second,22.07 kmpl,1199 CC,74 bhp,5.0,,12.27233543203789
718,Ford Ikon 1.4 ZXi,Chennai,2005,87500,Petrol,Manual,Second,13.8 kmpl,1399 CC,68 bhp,5.0,,1.50501615855883
719,Honda Mobilio V i VTEC,Mumbai,2015,59500,Petrol,Manual,First,17.3 kmpl,1497 CC,117.3 bhp,7.0,,7.6096516216741446
720,Honda Mobilio S i DTEC,Hyderabad,2015,76000,Diesel,Manual,First,24.2 kmpl,1498 CC,98.6 bhp,7.0,,9.688456612537816
721,Porsche Cayenne Diesel,Bangalore,2014,43000,Diesel,Automatic,Second,15.15 kmpl,2967 CC,240 bhp,5.0,,8.912595201242778
722,Honda Amaze E i-Vtech,Kochi,2015,41850,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,4.397934642303175
723,Audi A3 35 TDI Premium Plus,Hyderabad,2015,52300,Diesel,Automatic,First,20.38 kmpl,1968 CC,143 bhp,5.0,,13.751872277922626
724,Mahindra XUV500 W6 2WD,Pune,2013,31924,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,24.694713988403986
725,Hyundai Verna Transform SX VGT CRDi BS III,Coimbatore,2014,77914,Diesel,Manual,First,16.2 kmpl,1493 CC,110 bhp,5.0,,7.0148148559629515
726,Ford Ecosport 1.5 DV5 MT Trend,Pune,2013,70000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,6.4041882183777314
727,Maruti Alto LXi,Chennai,2010,94385,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5.0,,3.5837433876639793
728,Renault Pulse RxZ,Jaipur,2012,57000,Diesel,Manual,Second,23.08 kmpl,1461 CC,63.12 bhp,5.0,,10.225074170741669
729,Hyundai EON 1.0 Kappa Magna Plus,Coimbatore,2016,27039,Petrol,Manual,First,20.3 kmpl,998 CC,68.05 bhp,5.0,,3.218070276925733
730,Honda Amaze SX i-VTEC,Delhi,2015,11000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,2.9532290020757497
731,Volkswagen Vento 1.5 TDI Highline Plus AT,Jaipur,2016,57669,Diesel,Automatic,First,21.5 kmpl,1498 CC,108.5 bhp,5.0,16.64 Lakh,10.150922232486115
732,Toyota Fortuner 3.0 Diesel,Pune,2011,124000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,,39.82269999357506
733,Maruti SX4 S Cross DDiS 200 Zeta,Mumbai,2017,29500,Diesel,Manual,First,23.65 kmpl,1248 CC,88.5 bhp,5.0,,4.690639719382587
734,Maruti 800 DX,Jaipur,2000,75000,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,4.0,,2.281130109280802
735,Maruti Celerio VXI AT,Coimbatore,2015,54186,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,5.933013841621954
736,Honda Brio E MT,Mumbai,2015,36990,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,3.7672652595467113
737,Maruti Swift Dzire Vdi BSIV,Hyderabad,2016,90000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,,6.240050134538255
738,Toyota Innova Crysta 2.8 GX AT 8S,Mumbai,2018,23000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,8.0,21 Lakh,13.33604644410309
739,Maruti Ertiga VXI Petrol,Delhi,2016,23582,Petrol,Manual,Second,19.34 kmpl,1462 CC,103 bhp,7.0,9.54 Lakh,5.026126407564594
740,Maruti A-Star Vxi,Jaipur,2009,87000,Petrol,Manual,Second,19.0 kmpl,998 CC,66.1 bhp,5.0,,3.2325943496133496
741,Fiat Avventura Urban Cross 1.3 Multijet Emotion,Kolkata,2019,1000,Diesel,Manual,First,20.5 kmpl,1248 CC,91.72 bhp,5.0,9.26 Lakh,4.864765499601535
742,Maruti Swift VDI,Kochi,2015,58634,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,,7.247656197306407
743,Nissan Sunny Diesel XV,Kochi,2013,41377,Diesel,Manual,Second,22.71 kmpl,1461 CC,84.8 bhp,5.0,,5.8756327039054
744,Hyundai EON Magna Plus,Jaipur,2015,43000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.01579519136099
745,Honda Amaze S i-Vtech,Kochi,2015,77372,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,5.159749678573219
746,Ford Fiesta 1.4 Duratec EXI Limited Edition,Chennai,2006,49000,Petrol,Manual,Second,16.6 kmpl,1388 CC,68 bhp,5.0,,1.2717197192867356
747,Honda City i VTEC CVT VX,Delhi,2015,48000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,,5.334815735590924
748,Honda Brio S MT,Hyderabad,2012,30000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,2.894068746118942
749,Maruti Wagon R VXI BS IV,Kolkata,2012,47000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,2.30885457324666
750,Hyundai Elantra CRDi SX AT,Jaipur,2016,76681,Diesel,Automatic,First,22.7 kmpl,1582 CC,126.2 bhp,5.0,,10.585889183743731
751,Honda Accord 2.4 Elegance A/T,Mumbai,2010,106565,Petrol,Automatic,First,10.2 kmpl,2354 CC,180 bhp,5.0,,6.63883274787951
752,Maruti Wagon R VXI AMT,Coimbatore,2011,37492,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,5.0,6.33 Lakh,4.836926548183648
753,Chevrolet Cruze LTZ,Coimbatore,2014,72843,Diesel,Manual,Second,17.3 kmpl,1998 CC,163.7 bhp,5.0,,17.65977512265848
754,Hyundai i20 1.2 Era,Kochi,2013,55653,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,,4.339424856650077
755,Tata Nano Cx BSIV,Ahmedabad,2013,35000,Petrol,Manual,First,25.4 kmpl,624 CC,37.48 bhp,4.0,,1.5940290472956224
756,Ford Ecosport 1.5 Ti VCT MT Trend,Delhi,2014,44000,Petrol,Manual,First,15.8 kmpl,1499 CC,110 bhp,5.0,,4.049619182366936
757,Tata Indica Vista TDI LS,Pune,2012,43200,Diesel,Manual,First,19.1 kmpl,1405 CC,70 bhp,5.0,,4.069641241770522
758,Skoda Octavia Classic 1.9 TDI MT,Jaipur,2005,117000,Diesel,Manual,First,18.7 kmpl,1896 CC,66 bhp,5.0,,13.114664857266918
759,Mitsubishi Pajero Sport 4X2 AT,Coimbatore,2016,63961,Diesel,Automatic,First,13.5 kmpl,2477 CC,175.56 bhp,7.0,34.1 Lakh,15.524496954495792
760,Mini Cooper 3 DOOR D,Mumbai,2015,20000,Diesel,Automatic,First,20.7 kmpl,1496 CC,113.98 bhp,4.0,35 Lakh,5.338772938431259
761,Hyundai Xcent 1.2 Kappa S Option,Pune,2016,34000,Petrol,Manual,First,19.1 kmpl,1197 CC,81.86 bhp,5.0,,3.3584388405238776
762,Hyundai i20 Magna 1.2,Kolkata,2015,35000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,3.721305139261263
763,Hyundai i20 Sportz 1.2,Mumbai,2013,43000,Petrol,Manual,First,18.5 kmpl,1197 CC,82.85 bhp,5.0,,3.811041150465858
764,Hyundai i10 Magna,Hyderabad,2008,63193,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.5178607964927293
765,Toyota Innova 2.5 G4 Diesel 8-seater,Bangalore,2008,110000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,,19.83813188713544
766,Maruti SX4 Vxi BSIV,Kochi,2011,44547,Petrol,Manual,First,16.51 kmpl,1586 CC,103.2 bhp,5.0,,3.3273040944340684
767,Honda City 1.5 E MT,Ahmedabad,2011,65000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,2.6745039620470554
768,Maruti Ritz LXi,Mumbai,2012,79000,Petrol,Manual,Second,18.5 kmpl,1197 CC,85.80 bhp,5.0,,2.732154939916613
769,Maruti Alto K10 LXI CNG Optional,Delhi,2017,33000,CNG,Manual,First,32.26 km/kg,998 CC,58.2 bhp,4.0,4.66 Lakh,3.9055233355100105
770,Hyundai i20 2015-2017 Sportz AT 1.4,Pune,2014,108000,Petrol,Automatic,First,15.0 kmpl,1396 CC,98.6 bhp,5.0,,5.717488336660494
771,Toyota Innova Crysta 2.4 G MT 8S,Kochi,2018,21302,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,8.0,,21.473324370738684
772,Maruti Swift VDI Optional,Pune,2014,82000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,7.586774782669403
773,Toyota Innova 2.5 GX (Diesel) 8 Seater,Chennai,2014,173000,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,8.0,,32.80294376649904
774,Mahindra Quanto C2,Jaipur,2013,72000,Diesel,Manual,First,17.21 kmpl,1493 CC,100 bhp,7.0,,16.170167496165764
775,Mahindra XUV500 W8 4WD,Bangalore,2014,50299,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,25.811273967891754
776,Audi A6 2011-2015 2.0 TDI Premium Plus,Kolkata,2014,60000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,12.12963989928052
777,Toyota Fortuner 3.0 Diesel,Kolkata,2011,112999,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,,37.58292060607099
778,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2010,183000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,,26.514497244136606
779,Jaguar XF 2.2 Litre Luxury,Coimbatore,2016,58840,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,,11.714478304725723
780,Hyundai Verna 1.6 EX VTVT,Kolkata,2014,58000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,,5.2220653278167255
781,Hyundai i20 1.4 CRDi Magna,Jaipur,2011,78000,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5.0,,6.278423031671513
782,Skoda Octavia 2.0 TDI MT Style,Ahmedabad,2018,34000,Diesel,Manual,First,21.0 kmpl,1968 CC,141 bhp,5.0,23.29 Lakh,10.688343293996699
783,Hyundai i10 Sportz 1.2,Hyderabad,2012,54982,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,4.011429379425927
784,Maruti Alto LXi,Jaipur,2008,65000,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5.0,,2.728631607724859
785,Renault KWID RXL,Kochi,2018,16292,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,3.95 Lakh,2.572276211950527
786,Hyundai Grand i10 Sportz,Mumbai,2015,11206,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,2.8671703827998805
787,Hyundai Grand i10 AT Asta,Pune,2015,32100,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,,4.891088430353074
788,Maruti Wagon R LXI,Delhi,2018,22296,Petrol,Manual,Second,22.5 kmpl,998 CC,67.04 bhp,5.0,4.59 Lakh,2.757674531142356
789,Hyundai i20 Magna 1.4 CRDi,Kolkata,2015,36113,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,4.8336356610024325
790,Volvo S80 D5,Delhi,2011,87000,Diesel,Automatic,Second,13.1 kmpl,2400 CC,215 bhp,5.0,,10.597370523418876
791,Renault Duster 85PS Diesel RxZ,Jaipur,2018,1001,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,13.08 Lakh,5.644241102898144
792,Honda City i VTEC CVT VX,Hyderabad,2015,39822,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,,4.9499327956273484
793,Maruti Swift VXI BSIII,Hyderabad,2008,81814,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5.0,,1.9833587226540441
794,Hyundai Creta 1.6 SX Plus Diesel,Chennai,2016,62000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,8.456676799107528
795,Maruti Swift Dzire VDI,Pune,2017,71000,Diesel,Manual,Second,26.59 kmpl,1248 CC,74 bhp,5.0,,12.397111722991731
796,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2019,10452,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5.0,,4.436445232120604
797,Tata Tiago 1.2 Revotron XT Option,Kolkata,2018,1520,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5.0,5.71 Lakh,4.301263293761562
798,Honda Brio S MT,Chennai,2013,35315,Petrol,Manual,Second,19.4 kmpl,1198 CC,86.8 bhp,5.0,,2.6400964731166274
799,Maruti Swift VDI BSIV,Hyderabad,2014,91722,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,7.992949322767506
800,Hyundai i20 1.2 Sportz Option,Pune,2011,35976,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,,2.4732407206448612
801,Renault KWID RXL,Delhi,2016,22000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,4.02 Lakh,2.147208150338153
802,Audi A6 35 TDI Matrix,Hyderabad,2011,71000,Diesel,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,5.0,67.1 Lakh,17.691024894255353
803,Hyundai Grand i10 Asta Option,Pune,2014,25000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,3.373840799728315
804,Maruti Alto LXI,Hyderabad,2010,54486,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,2.2948152532804658
805,Jaguar XF 2.0 Petrol Portfolio,Kolkata,2017,18366,Petrol,Automatic,First,10.8 kmpl,1997 CC,246.74 bhp,5.0,66.71 Lakh,5.474346873597796
806,Tata Manza Aqua Safire,Kolkata,2010,16000,Petrol,Manual,First,15.0 kmpl,1368 CC,90 bhp,5.0,,2.263565715848507
807,Tata Nano XTA,Coimbatore,2017,31176,Petrol,Automatic,First,21.9 kmpl,624 CC,37.48 bhp,4.0,,3.365169700544591
808,BMW X1 sDrive20d,Jaipur,2012,88375,Diesel,Automatic,Second,17.05 kmpl,1995 CC,184 bhp,5.0,,19.289476277108996
809,Maruti Wagon R AMT VXI,Jaipur,2017,34500,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5.0,,5.04576081122395
810,Toyota Fortuner 4x4 MT,Hyderabad,2012,80000,Diesel,Manual,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,,27.213222233305313
811,Volkswagen Polo Diesel Trendline 1.2L,Delhi,2013,46000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,4.879435654329116
812,Honda Civic 2010-2013 1.8 V AT,Mumbai,2009,70000,Petrol,Automatic,Third,13.9 kmpl,1799 CC,130.2 bhp,5.0,,5.682101500048457
813,BMW 7 Series 2007-2012 730Ld,Hyderabad,2009,51000,Diesel,Automatic,First,14.49 kmpl,2993 CC,258 bhp,5.0,,8.764408579038808
814,Mahindra XUV500 AT W10 FWD,Delhi,2017,25000,Diesel,Automatic,First,16.0 kmpl,2179 CC,140 bhp,7.0,,15.71920482899749
815,Hyundai Elantra SX AT,Coimbatore,2017,25132,Petrol,Automatic,First,14.5 kmpl,1797 CC,147.4 bhp,5.0,,4.072090742479371
816,Toyota Corolla Altis G,Delhi,2011,70000,Petrol,Manual,First,14.53 kmpl,1798 CC,138.1 bhp,5.0,,2.5872185858935963
817,Maruti Alto 800 2016-2019 LXI,Kochi,2015,48913,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,,3.792441282545968
818,Honda City i-DTEC SV,Hyderabad,2014,63000,Diesel,Manual,First,25.6 kmpl,1498 CC,98.6 bhp,5.0,13.33 Lakh,5.735764534728942
819,Maruti Alto LXi,Jaipur,2011,90000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,2.648606359617802
820,Honda Brio S MT,Chennai,2013,55000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,4.621121783837695
821,Volkswagen Polo Petrol Comfortline 1.2L,Mumbai,2013,51000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,4.075895102848778
822,Maruti Ritz ZXi,Pune,2012,35844,Petrol,Manual,Second,18.5 kmpl,1197 CC,85.80 bhp,5.0,,2.421658526551366
823,Nissan 370Z AT,Kolkata,2012,14850,Petrol,Automatic,First,10.0 kmpl,3696 CC,328.5 bhp,2.0,,8.37010920132637
824,Audi A6 2011-2015 2.0 TDI,Hyderabad,2014,98000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,16.773811234760874
825,Hyundai i20 Asta 1.2,Mumbai,2015,17000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,3.0979080382327897
826,Hyundai Verna 1.6 CRDI,Mumbai,2013,42670,Diesel,Manual,First,22.32 kmpl,1582 CC,126.3 bhp,5.0,,5.174372256725664
827,BMW 6 Series Gran Coupe,Kochi,2014,33128,Diesel,Automatic,First,17.54 kmpl,2993 CC,313 bhp,4.0,,10.045414567361211
828,Maruti Alto K10 VXI,Chennai,2018,7300,Petrol,Manual,Second,24.07 kmpl,998 CC,67.1 bhp,5.0,4.5 Lakh,2.942512870014526
829,Hyundai i20 1.4 Sportz,Kolkata,2016,53416,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,5.942491009310155
830,Toyota Etios G,Chennai,2011,47000,Petrol,Manual,Second,17.6 kmpl,1496 CC,88.73 bhp,5.0,,2.793967874317126
831,Hyundai Sonata Embera 2.0L CRDi MT,Ahmedabad,2008,72002,Diesel,Manual,Second,13.6 kmpl,1991 CC,142 bhp,5.0,,9.830442881562945
832,Skoda Rapid 1.5 TDI AT Ambition,Pune,2016,47000,Diesel,Automatic,First,21.72 kmpl,1498 CC,108.4 bhp,5.0,15.11 Lakh,9.889913281227214
833,Audi A6 2011-2015 35 TDI Technology,Coimbatore,2016,47634,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,11.21199379345442
834,Volkswagen Polo 1.2 MPI Highline,Ahmedabad,2015,62000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5.0,,4.7036671745479435
835,Ford Classic 1.4 Duratorq CLXI,Chennai,2013,65000,Diesel,Manual,Second,19.68 kmpl,1399 CC,67 bhp,5.0,,5.502017688290232
836,Renault Koleos 4X2 MT,Hyderabad,2014,92448,Diesel,Manual,First,17.15 kmpl,1995 CC,147.9 bhp,5.0,,18.115396027389195
837,Ford Ecosport 1.5 DV5 MT Ambiente,Chennai,2014,68000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,6.665732424976786
838,Land Rover Freelander 2 TD4 SE,Mumbai,2011,87000,Diesel,Automatic,First,0.0 kmpl,2179 CC,115 bhp,5.0,,22.276985564096538
839,Honda Amaze E i-DTEC,Pune,2016,108000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,8.84933416517132
840,Volvo V40 Cross Country D3,Chennai,2015,60000,Diesel,Automatic,First,23.3 kmpl,1984 CC,150 bhp,5.0,,15.288415848208611
841,Hyundai i10 Magna,Chennai,2011,82000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.4735318727621345
842,Ford Figo 1.2P Titanium MT,Jaipur,2016,26189,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5.0,,3.6000591845497336
843,Maruti Ciaz VDi Option SHVS,Jaipur,2016,26300,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,5.0641282370818494
844,Toyota Fortuner 4x2 AT TRD Sportivo,Mumbai,2016,35000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.7 bhp,7.0,,12.978905165076142
845,Tata Indica Vista Terra Quadrajet 1.3L BS IV,Pune,2010,67000,Diesel,Manual,First,18.0 kmpl,1248 CC,75 bhp,5.0,,4.6375165955760425
846,Hyundai EON Magna,Jaipur,2012,42285,Petrol,Manual,First,22.0 kmpl,814 CC,55 bhp,5.0,,3.218756646800136
847,Mahindra KUV 100 mFALCON G80 K6 Plus,Kolkata,2017,7000,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,6.0,,4.0188579422674735
848,Hyundai i20 1.2 Spotz,Pune,2016,42000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,4.043917613710371
849,Hyundai Santro Xing GLS,Kochi,2015,56967,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5.0,,3.8687830618216994
850,Mercedes-Benz GLA Class 220 d 4MATIC,Coimbatore,2019,29566,Diesel,Automatic,First,17.9 kmpl,2143 CC,170 bhp,5.0,49.12 Lakh,6.118341977343244
851,Maruti Wagon R Stingray LXI,Kochi,2015,41836,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,,3.2201886872874192
852,Mahindra Bolero Power Plus ZLX,Coimbatore,2018,19764,Diesel,Manual,First,16.5 kmpl,1493 CC,70 bhp,7.0,10.51 Lakh,6.905392806798529
853,Tata Indica Vista Aura 1.3 Quadrajet,Kolkata,2009,134000,Diesel,Manual,First,18.0 kmpl,1248 CC,75 bhp,5.0,,6.978792527953529
854,Hyundai Elite i20 Petrol Sportz,Delhi,2018,8321,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5.0,,3.612877395032231
855,Tata Indica Vista TDI LS,Pune,2015,174000,Diesel,Manual,First,19.1 kmpl,1405 CC,70 bhp,5.0,,14.603680375276435
856,Toyota Qualis FS B3,Pune,2002,119613,Diesel,Manual,Second,13.1 kmpl,2446 CC,75 bhp,10.0,,22.43532297663858
857,Maruti Swift Dzire LXI,Chennai,2017,21000,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,5.0,,3.103579442120715
858,Volkswagen Vento 1.5 TDI Highline,Mumbai,2015,55600,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5.0,,5.892712504418014
859,Fiat Linea Classic 1.3 Multijet,Kolkata,2014,61000,Diesel,Manual,First,19.5 kmpl,1248 CC,75 bhp,5.0,8.65 Lakh,4.882016622397595
860,Honda Brio S MT,Pune,2013,38428,Petrol,Manual,Second,19.4 kmpl,1198 CC,86.8 bhp,5.0,,3.0011956096010053
861,BMW 5 Series 520d Sedan,Chennai,2009,95000,Diesel,Automatic,Second,18.48 kmpl,,,,,12.476038088629865
862,Hyundai i20 1.2 Asta,Mumbai,2012,18000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,,2.6570327272134038
863,Ford Endeavour 2.2 Titanium AT 4X2,Chennai,2019,7000,Diesel,Automatic,First,12.62 kmpl,2198 CC,158 bhp,7.0,,7.431106802628763
864,Hyundai i20 1.2 Asta,Kochi,2016,24779,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,3.2274721669720066
865,Maruti Wagon R VXI 1.2,Kochi,2019,17431,Petrol,Manual,First,21.5 kmpl,1197 CC,81.80 bhp,5.0,5.79 Lakh,4.469062254090326
866,Mahindra Scorpio VLS 2.2 mHawk,Chennai,2008,88000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8.0,,18.9071581951248
867,Maruti Wagon R LXI,Kochi,2015,29347,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.04 Lakh,2.9279608113073006
868,Maruti Ciaz VDi,Ahmedabad,2015,24000,Diesel,Manual,First,26.21 kmpl,1248 CC,88.5 bhp,5.0,,4.885789229916445
869,Audi A4 35 TDI Premium Plus,Coimbatore,2016,60249,Diesel,Automatic,First,18.25 kmpl,1968 CC,187.74 bhp,5.0,53.14 Lakh,13.780291841485525
870,Maruti Ciaz 1.4 Zeta,Mumbai,2017,15000,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5.0,,3.145262916645681
871,Ford Freestyle Titanium Plus Diesel,Kolkata,2018,3013,Diesel,Manual,First,24.4 kmpl,1498 CC,98.63 bhp,5.0,9.12 Lakh,5.397538041301072
